,accident_id,accident_year,outcome,num_parties,party1_type,party2_type,accident_nature,road_situation,built_up_area,speed_limit_kmh,street_lighting,road_surface,road_condition,light_condition,weather_condition,street_name,municipality,shape,geometry,longitude,latitude
83227,20220102374,2022,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Latherusstraat,amsterdam,POINT (122821.86699999869 489531.31120000035),POINT (4.914478512256486 52.39268562730174),4.914478512256486,52.39268562730174
83266,20220102424,2022,Uitsluitend materiele schade,2,snorfiets,personenauto,Flank,Bocht,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Van Moerkerkenstraat,amsterdam,POINT (116248.7109999992 487904.3060000017),POINT (4.818104800184346 52.37763868011893),4.818104800184346,52.37763868011893
83268,20220102486,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Amstel,amsterdam,POINT (121670.66299999878 486680.34800000116),POINT (4.897849680136962 52.366994511154104),4.897849680136962,52.366994511154104
83269,20220102665,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Archangelkade,amsterdam,POINT (119936.25840000063 489972.09980000183),POINT (4.872041849618045 52.39647032235925),4.872041849618045,52.39647032235925
83295,20220103279,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Schemer,Droog,Borgerstraat,amsterdam,POINT (119295.80079999939 486394.7868999988),POINT (4.863012682986628 52.364278846544735),4.863012682986628,52.364278846544735
83296,20220103283,2022,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,ZOAB,Droog,Daglicht,Droog,Amsteldijk,amsterdam,POINT (122580.60429999977 484466.2457999997),POINT (4.911422740941292 52.34715008849162),4.911422740941292,52.34715008849162
83308,20220015751,2022,Uitsluitend materiele schade,2,snorfiets,voetganger,Voetganger,"Kruispunt, 4 takken",Unknown,50.0,Brandend,Overig asfalt,Nat,Schemer,Regen,0137 BRUG,amsterdam,POINT (120881 485308),POINT (4.886395178155366 52.35461231387614),4.886395178155366,52.35461231387614
83344,20220015996,2022,Letsel,2,trein/tram,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Minervalaan,amsterdam,POINT (119931.77120000124 484674.07609999925),POINT (4.872528710889204 52.34885527954376),4.872528710889204,52.34885527954376
83345,20220015998,2022,Letsel,2,personenauto,bromfiets,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,IJburglaan,amsterdam,POINT (126475.8002000004 486951.7120999992),POINT (4.968375638526345 52.36970392786237),4.968375638526345,52.36970392786237
83688,20230004068,2023,Letsel,2,motor,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Nat,Daglicht,Regen,Slatuinenweg,amsterdam,POINT (119321 487114.9770000018),POINT (4.863306198563006 52.37075302448818),4.863306198563006,52.37075302448818
83693,20230006115,2023,Letsel,2,fiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Weesperzijde,amsterdam,POINT (122318.02499999851 485406.7800000012),POINT (4.907477948291909 52.35558744126076),4.907477948291909,52.35558744126076
83841,20230087188,2023,Uitsluitend materiele schade,1,bromfiets,unknown,Onbekend,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Duisternis,Unknown,Postjesweg,amsterdam,POINT (117625.58300000057 486363.9970000014),POINT (4.838495837680642 52.363891020400665),4.838495837680642,52.363891020400665
83924,20230004205,2023,Letsel,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Droog,Marnixstraat,amsterdam,POINT (120329.2864000015 486892.3123999983),POINT (4.8781339249591325 52.36881645776949),4.8781339249591325,52.36881645776949
84028,20210006593,2021,Letsel,1,e-bike,unknown,Eenzijdig,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Schemer,Droog,Buikslotermeerdijk,amsterdam,POINT (124146.99080000073 489588.9252999984),POINT (4.9339398887974015 52.393279514611535),4.9339398887974015,52.393279514611535
84114,20210090373,2021,Letsel,2,fiets,bestelauto,Frontaal,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Haarlemmerplein,amsterdam,POINT (120754.67379999906 488617.8759999983),POINT (4.884203808077488 52.38435126045602),4.884203808077488,52.38435126045602
84182,20210030219,2021,Letsel,5,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Unknown,Droog,Daglicht,Droog,Oudezijds Voorburgwal,amsterdam,POINT (121551.21040000021 487216.1094999984),POINT (4.896042582078004 52.37180229884593),4.896042582078004,52.37180229884593
84257,20210034275,2021,Letsel,2,vrachtauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Comeniusstraat,amsterdam,POINT (117028.7153000012 485829.67179999873),POINT (4.82979371569958 52.35904797520295),4.82979371569958,52.35904797520295
84326,20220177733,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,Unknown,Brandend,Klinkers,Droog,Duisternis,Droog,Damrak,amsterdam,POINT (121590.95560000092 487655.001699999),POINT (4.896582551344711 52.375749170976185),4.896582551344711,52.375749170976185
84338,20220142008,2022,Uitsluitend materiele schade,2,personenauto,fiets,Kop/staart,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Kloveniersburgwal,amsterdam,POINT (121630.68800000101 486913.31799999997),POINT (4.897239647694738 52.36908585609797),4.897239647694738,52.36908585609797
84349,20220177160,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Wittenburgergracht,amsterdam,POINT (123097 486996),POINT (4.918761088444754 52.369916080741945),4.918761088444754,52.369916080741945
84359,20220123315,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Oldenbarneveldtstr,amsterdam,POINT (120114.74909999967 487680.95050000027),POINT (4.874902138170047 52.375890576727045),4.874902138170047,52.375890576727045
84394,20220142211,2022,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Haarlemmerweg,amsterdam,POINT (116271.2725000009 488674.8916000016),POINT (4.8183472863398125 52.38456566906854),4.8183472863398125,52.38456566906854
84431,20220142246,2022,Uitsluitend materiele schade,4,e-bike,e-bike,Onbekend,Rechte weg,Binnen,Unknown,Unknown,Overig asfalt,Droog,Daglicht,Droog,Vondelpark,amsterdam,POINT (119699.30999999866 485568.6550000012),POINT (4.869023288430105 52.35688024429024),4.869023288430105,52.35688024429024
84432,20220142275,2022,Letsel,3,snorfiets,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,ZOAB,Droog,Daglicht,Droog,Vijzelgracht,amsterdam,POINT (121192.13199999928 485970.8984000012),POINT (4.890895276598107 52.360589224112196),4.890895276598107,52.360589224112196
84573,20220142602,2022,Uitsluitend materiele schade,2,fiets,fiets,Flank,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Schemer,Droog,Weesperzijde,amsterdam,POINT (123374.52800000086 483909.1409999989),POINT (4.9231262007374195 52.342189440926475),4.9231262007374195,52.342189440926475
84643,20220155452,2022,Uitsluitend materiele schade,1,bromfiets,unknown,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Veldzicht,amsterdam,POINT (114932.91699999943 486340.7960000001),POINT (4.798968448669669 52.36349268632818),4.798968448669669,52.36349268632818
84656,20220124047,2022,Uitsluitend materiele schade,2,snorfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Wibautstraat,amsterdam,POINT (122466.95300000161 485745.75),POINT (4.909631149519659 52.358642717625436),4.909631149519659,52.358642717625436
84664,20220141455,2022,Letsel,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,Klinkers,Nat,Daglicht,Droog,Reguliersgracht,amsterdam,POINT (121551.04659999907 486301.45380000025),POINT (4.896131178823022 52.36358200064003),4.896131178823022,52.36358200064003
84672,20220155541,2022,Uitsluitend materiele schade,2,snorfiets,personenauto,Onbekend,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,Droog,Admiraal Helfrichstraat,amsterdam,POINT (118075.31129999831 487172.67550000176),POINT (4.84500936943576 52.371189229448696),4.84500936943576,52.371189229448696
84709,20220124142,2022,Uitsluitend materiele schade,2,bestelauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Heining,amsterdam,POINT (112918.56859999895 490014.1420999989),POINT (4.768936742558632 52.39635486930578),4.768936742558632,52.39635486930578
84719,20220141703,2022,Letsel,3,bromfiets,lichtmast,Vast voorwerp,Rechte weg,Binnen,Unknown,Brandend,Unknown,Droog,Schemer,Droog,Broekzijdschepad,amsterdam,POINT (126572.17500000075 477554.63899999857),POINT (4.970583596894739 52.285253201332274),4.970583596894739,52.285253201332274
84837,20230039664,2023,Uitsluitend materiele schade,2,personenauto,fiets,Frontaal,"Kruispunt, 3 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,Witte de Withstraat,amsterdam,POINT (119062.26410000026 486455.6853),POINT (4.859577641320399 52.36481092642981),4.859577641320399,52.36481092642981
84839,20230040796,2023,Uitsluitend materiele schade,1,fiets,unknown,Voetganger,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Schemer,Droog,Van Baerlestraat,amsterdam,POINT (120325.01399999857 485742.8929999992),POINT (4.8781897231171 52.35848602176232),4.8781897231171,52.35848602176232
85059,20230040552,2023,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,De Boelelaan,amsterdam,POINT (119189.41800000146 483143.5700000003),POINT (4.861796881412435 52.33505226948701),4.861796881412435,52.33505226948701
85126,20230050557,2023,Uitsluitend materiele schade,4,unknown,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Piet Heinkade,amsterdam,POINT (123082.90590000153 487766.4006000012),POINT (4.91848098670291 52.37683909619437),4.91848098670291,52.37683909619437
85130,20230040121,2023,Uitsluitend materiele schade,1,fiets,unknown,Onbekend,Rechte weg,Binnen,Unknown,Unknown,Unknown,Droog,Daglicht,Unknown,Van der Hoopstraat,amsterdam,POINT (119960.45600000024 488631.27699999884),POINT (4.872537264539646 52.384421578168265),4.872537264539646,52.384421578168265
85328,20220211034,2022,Letsel,1,e-bike,unknown,Eenzijdig,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Ceintuurbaan,amsterdam,POINT (121064.92700000107 485082.4221000001),POINT (4.889117569716555 52.352596363739295),4.889117569716555,52.352596363739295
85330,20220211717,2022,Letsel,2,personenauto,snorfiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Schemer,Droog,Postjesweg,amsterdam,POINT (117760.0698999986 486374.12970000133),POINT (4.840469083975658 52.36399122007308),4.840469083975658,52.36399122007308
85450,20220211230,2022,Uitsluitend materiele schade,2,personenauto,snorfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Tidorestraat,amsterdam,POINT (124558.67460000142 485893.4706999995),POINT (4.940322554800662 52.36009022282657),4.940322554800662,52.36009022282657
85502,20220210565,2022,Letsel,2,personenauto,e-bike,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,FIETSPAD,amsterdam,POINT (122713.48939999938 491518.7542000003),POINT (4.912695200589412 52.41054092699413),4.912695200589412,52.41054092699413
85567,20220212059,2022,Uitsluitend materiele schade,1,bromfiets,unknown,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,Droog,Van Heenvlietlaan,amsterdam,POINT (120599 482277),POINT (4.88256576991503 52.32735411335156),4.88256576991503,52.32735411335156
85669,20220211484,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Nat,Schemer,Droog,Kinkerstraat,amsterdam,POINT (119240.3740000017 486445.756000001),POINT (4.862193545917004 52.364733313922116),4.862193545917004,52.364733313922116
86000,20230111166,2023,Uitsluitend materiele schade,2,brommobiel,fiets,Flank,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Osdorpplein,amsterdam,POINT (115247.75299999863 485779.9389999993),POINT (4.803656708776163 52.35847502569795),4.803656708776163,52.35847502569795
86012,20230111273,2023,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Beethovenstraat,amsterdam,POINT (120322.1064000018 483156.2754999995),POINT (4.878413563140256 52.335239076211934),4.878413563140256,52.335239076211934
86026,20230067339,2023,Letsel,2,bestelauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Unknown,Unknown,Droog,Daglicht,Unknown,Van Ollefenstraat,amsterdam,POINT (116714.1587000005 485512.8834999986),POINT (4.825212360909875 52.35617909045783),4.825212360909875,52.35617909045783
86044,20230112102,2023,Letsel,2,fiets,personenauto,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Brandend,ZOAB,Nat,Duisternis,Regen,Tweede Nassaustraat,amsterdam,POINT (120357.25499999896 488402.7569999993),POINT (4.878388864787173 52.38239299507623),4.878388864787173,52.38239299507623
86056,20230111568,2023,Letsel,2,bromfiets,fiets,Frontaal,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Buiksloterweg,amsterdam,POINT (122072.82400000095 488424.93299999833),POINT (4.903583236444544 52.38269787442713),4.903583236444544,52.38269787442713
86097,20230066891,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Droog,Daglicht,Droog,Kamerlingh Onneslaan,amsterdam,POINT (123222.89409999922 484616.5214000009),POINT (4.92083438419197 52.34853818464339),4.92083438419197,52.34853818464339
86125,20230020938,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,Johan Huizingalaan,amsterdam,POINT (116846.37249999866 484480.22129999846),POINT (4.827270117919808 52.346907492941384),4.827270117919808,52.346907492941384
86181,20230036785,2023,Letsel,2,snorfiets,bestelauto,Eenzijdig,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Regen,Mr. Treublaan,amsterdam,POINT (122765.09899999946 484498.1499999985),POINT (4.914127208991936 52.34744767570777),4.914127208991936,52.34744767570777
86207,20230036297,2023,Letsel,2,fiets,voetganger,Voetganger,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Utrechtsestraat,amsterdam,POINT (121765.47500000149 486040.02600000054),POINT (4.89930498661039 52.361245482036736),4.89930498661039,52.361245482036736
86235,20230078668,2023,Uitsluitend materiele schade,1,fiets,unknown,Frontaal,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Slotermeerlaan,amsterdam,POINT (116362.0159999989 487797.0300000012),POINT (4.819781049102534 52.37668255504472),4.819781049102534,52.37668255504472
86311,20230020592,2023,Uitsluitend materiele schade,2,fiets,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Purmerplein,amsterdam,POINT (124790.71799999848 489338.6479999982),POINT (4.943419188611617 52.391066005702974),4.943419188611617,52.391066005702974
86330,20230020061,2023,Letsel,2,vrachtauto,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Linnaeuskade,amsterdam,POINT (124141.81199999899 485524.32499999925),POINT (4.934237017536161 52.35674932000042),4.934237017536161,52.35674932000042
86406,20230020703,2023,Uitsluitend materiele schade,3,personenauto,bromfiets,Los voorwerp,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Kanaalstraat,amsterdam,POINT (119376.79410000145 486182.4365000017),POINT (4.864224235562163 52.362375653907435),4.864224235562163,52.362375653907435
86409,20230023494,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Ceintuurbaan,amsterdam,POINT (121319.80999999866 485122.8660000004),POINT (4.892854467245355 52.35297552886028),4.892854467245355,52.35297552886028
86410,20230024729,2023,Letsel,2,snorfiets,motor,Frontaal,Rechte weg,Buiten,50.0,Brandend,Overig asfalt,Nat,Schemer,Droog,Provincialeweg,amsterdam,POINT (128235.8440000005 481380.84699999914),POINT (4.994661173316693 52.31972469272758),4.994661173316693,52.31972469272758
86432,20230020723,2023,Letsel,3,fiets,fiets,Onbekend,Rechte weg,Binnen,50.0,Brandend,ZOAB,Nat,Duisternis,Droog,Vijzelstraat,amsterdam,POINT (121281.02199999988 486274.75400000066),POINT (4.892169693424016 52.363325531810226),4.892169693424016,52.363325531810226
86503,20230077803,2023,Letsel,2,fiets,voetganger,Voetganger,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Albert Cuypstraat,amsterdam,POINT (121340.68699999899 485403.48000000045),POINT (4.893132808749755 52.355498777234295),4.893132808749755,52.355498777234295
86508,20230078091,2023,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Admiraal Helfrichstraat,amsterdam,POINT (118078.0951000005 486968.0993999988),POINT (4.845072715357307 52.369350842118976),4.845072715357307,52.369350842118976
86548,20230088131,2023,Uitsluitend materiele schade,3,fiets,personenauto,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,Regen,Molukkenstraat,amsterdam,POINT (124516.30299999937 486078.1970000006),POINT (4.939683810354715 52.36174807527117),4.939683810354715,52.36174807527117
86669,20230088324,2023,Letsel,2,personenauto,fiets,Geparkeerd voertuig,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Regen,Zuideinde,amsterdam,POINT (121447.92199999839 492478.5920000002),POINT (4.893999997536261 52.41909124494776),4.893999997536261,52.41909124494776
86789,20230087352,2023,Uitsluitend materiele schade,2,fiets,e-bike,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,De Clercqstraat,amsterdam,POINT (119579.56569999829 487061.3546999991),POINT (4.867108387919968 52.37028784470196),4.867108387919968,52.37028784470196
86790,20230087945,2023,Letsel,3,personenauto,fiets,Onbekend,Bocht,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Appelweg,amsterdam,POINT (121706.58100000024 491982.5329999998),POINT (4.897851316520684 52.41464882065562),4.897851316520684,52.41464882065562
86888,20210000445,2021,Dodelijk,2,personenauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Sporadenlaan,amsterdam,POINT (114564.5987999998 484396.9668999985),POINT (4.793794993115063 52.34599610796792),4.793794993115063,52.34599610796792
